Restaurant ID,Country Code,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country
18368009,1,93,1622,362,77.0324732,28.4636195,61,200.0,4,0,0,0,1.0,3.0,4,7
305242,1,93,1623,362,77.0324282,28.4637496,467,1500.0,4,1,0,0,3.0,3.0,8,7
18419914,1,93,1624,362,77.0338596,28.4675057,61,500.0,4,0,0,0,2.0,0.0,1,7
303730,1,93,1625,465,77.0404135,28.4755199,725,150.0,4,0,0,0,1.0,2.8,6,7
18462214,1,93,1626,465,77.0441684,28.4706936,21,400.0,4,0,0,0,1.0,3.0,4,7
309272,1,93,1627,465,77.0348123,28.476036,379,400.0,4,0,0,0,1.0,2.9,6,7
18311957,1,93,1628,465,0.0,0.0,726,800.0,4,0,0,0,2.0,2.9,4,7
18218304,1,93,1629,465,77.0483361,28.4735491,216,300.0,4,0,0,0,1.0,3.2,20,7
18252419,1,93,1630,465,77.0476105,28.4745207,64,300.0,4,0,0,0,1.0,3.1,20,7
606,1,93,1631,465,77.046327,28.4775051,20,450.0,4,0,0,0,1.0,2.8,34,7
18133490,1,93,1632,465,77.0204025,28.4703517,479,300.0,4,0,1,0,1.0,3.3,36,7
18291476,1,93,1633,465,77.0424008,28.4741041,727,200.0,4,0,0,0,1.0,3.0,5,7
2071,1,93,1634,465,77.0474607,28.4740266,479,200.0,4,0,0,0,1.0,3.1,41,7
18445653,1,93,1635,465,77.0475174,28.474015,479,200.0,4,0,0,0,1.0,3.1,7,7
18466800,1,93,1636,465,0.0,0.0,728,500.0,4,0,0,0,2.0,3.1,7,7
303743,1,93,1637,465,77.04808339,28.48038451,378,600.0,4,0,0,0,2.0,2.8,8,7
300174,1,93,1638,465,77.0424589,28.4739949,21,200.0,4,0,0,0,1.0,2.9,10,7
18461280,1,93,1639,465,0.0,0.0,61,200.0,4,0,0,0,1.0,3.2,11,7
6709,1,93,1640,465,77.048056,28.4730599,378,400.0,4,0,0,0,1.0,3.1,21,7
18070491,1,93,1641,465,77.0445066,28.4694139,729,350.0,4,0,0,0,1.0,3.4,25,7
302907,1,93,1642,465,77.0494753,28.4822008,513,200.0,4,0,1,0,1.0,3.3,19,7
889,1,93,1643,465,77.0439881,28.4754869,513,200.0,4,0,1,0,1.0,3.3,43,7
18337904,1,93,1644,465,77.0481041,28.4736495,387,250.0,4,0,0,0,1.0,2.6,18,7
18415355,1,93,1645,465,77.047405,28.4740886,497,500.0,4,0,1,0,2.0,2.7,17,7
853,1,93,1646,465,77.0456073,28.476629,398,300.0,4,0,0,0,1.0,3.3,69,7
2620,1,93,1647,465,77.0473507,28.4740911,621,300.0,4,0,0,0,1.0,3.4,25,7
310155,1,93,1648,465,77.0424589,28.4740845,378,600.0,4,0,1,0,2.0,3.2,52,7
5061,1,93,1649,465,77.0351491,28.4665409,467,800.0,4,1,0,0,2.0,2.9,16,7
18460326,1,93,1650,465,0.0,0.0,382,400.0,4,0,0,0,1.0,3.0,5,7
18471259,1,93,1651,465,77.0482744,28.4728921,378,600.0,4,0,1,0,2.0,3.1,8,7
4122,1,93,1652,465,77.0484406,28.4736075,524,400.0,4,0,0,0,1.0,2.8,9,7
1140,1,93,1653,465,77.020392,28.4703532,533,500.0,4,0,1,0,2.0,3.0,30,7
1145,1,93,1648,465,77.0432685,28.4750589,61,450.0,4,0,0,0,1.0,3.2,34,7
887,1,93,1654,465,77.0394496,28.4702133,730,600.0,4,0,0,0,2.0,2.9,26,7
18461599,1,93,1655,465,77.0453042,28.4699753,668,600.0,4,0,0,0,2.0,3.2,13,7
18387990,1,93,1628,465,77.0474907,28.4749637,440,650.0,4,0,1,0,2.0,2.7,9,7
9169,1,93,1656,465,77.0349543,28.4768261,61,650.0,4,0,0,0,2.0,3.0,21,7
5129,1,93,1657,465,77.0432685,28.4751486,378,900.0,4,1,0,0,2.0,3.1,17,7
1131,1,93,1658,465,77.044168,28.4751457,458,900.0,4,1,0,0,2.0,3.3,32,7
303747,1,93,1659,465,77.0363305,28.4758641,61,200.0,4,0,0,0,1.0,2.9,6,7
329,1,93,1660,465,77.0445955,28.4764122,464,600.0,4,0,1,0,2.0,2.5,70,7
303765,1,93,1661,465,77.0347763,28.4758171,61,400.0,4,0,0,0,1.0,2.8,6,7
7225,1,93,1662,465,77.037225,28.46715278,348,1000.0,4,1,0,0,3.0,3.0,5,7
18382626,1,93,1663,465,77.0462096,28.4783985,23,150.0,4,0,0,0,1.0,3.5,32,7
5068,1,93,1664,465,77.0475378,28.4743176,331,200.0,4,0,0,0,1.0,3.5,64,7
18500628,1,93,1665,465,77.0404798,28.4662742,731,600.0,4,0,0,0,2.0,0.0,3,7
18268726,1,93,1666,465,77.0351435,28.4771621,342,350.0,4,0,0,0,1.0,0.0,2,7
6913,1,93,1667,465,77.0349588,28.4786503,342,500.0,4,0,0,0,2.0,0.0,3,7
18398604,1,93,1668,465,77.0495364,28.4823461,21,400.0,4,0,1,0,1.0,0.0,3,7
300156,1,93,1669,465,77.0384802,28.4756545,61,350.0,4,0,0,0,1.0,0.0,3,7
18241516,1,93,1670,465,77.0444379,28.4762474,346,700.0,4,0,0,0,2.0,0.0,2,7
311166,1,93,1671,465,77.0335214,28.464266,732,400.0,4,0,0,0,1.0,0.0,3,7
18025110,1,93,1672,465,77.0476588,28.4738648,502,1000.0,4,0,1,1,3.0,2.4,23,7
308223,1,93,1673,465,77.0376289,28.4758573,504,300.0,4,0,0,0,1.0,2.4,18,7
6832,1,93,1674,465,77.0338227,28.4785399,379,400.0,4,0,1,0,1.0,2.4,26,7
18286626,1,93,1675,363,77.0371148,28.4579792,479,400.0,4,0,0,0,1.0,3.0,4,7
311770,1,93,1676,363,77.0435543,28.4583117,440,400.0,4,0,0,0,1.0,2.9,6,7
301221,1,93,1677,363,77.033231,28.4568511,378,1000.0,4,1,0,0,3.0,2.9,5,7
8833,1,93,1678,363,77.0344852,28.4588673,344,500.0,4,0,0,0,2.0,2.8,10,7
312438,1,93,1679,363,77.0380952,28.4555436,453,500.0,4,0,0,0,2.0,3.0,4,7
18153548,1,93,1680,363,77.0381307,28.4555152,599,350.0,4,0,0,0,1.0,3.2,12,7
18449792,1,93,1681,363,77.041878,28.460253,348,650.0,4,0,1,0,2.0,2.9,4,7
18380639,1,93,1682,363,77.0367474,28.4577727,178,450.0,4,0,1,0,1.0,3.3,14,7
17953920,1,93,1683,363,77.0390954,28.4544096,507,300.0,4,0,0,0,1.0,2.9,4,7
2154,1,93,1684,363,77.0435095,28.4584547,5,350.0,4,0,0,0,1.0,2.7,36,7
18384112,1,93,1685,363,0.0,0.0,631,500.0,4,0,0,0,2.0,3.5,28,7
9646,1,93,1686,365,77.0609808,28.4950876,733,600.0,4,0,1,0,2.0,3.4,256,7
18482069,1,93,1687,365,0.0,0.0,387,400.0,4,0,0,0,1.0,0.0,0,7
18451168,1,93,1688,365,77.0633149,28.4978576,5,300.0,4,0,0,0,1.0,0.0,0,7
18492042,1,93,1689,365,77.0671006,28.4906203,734,250.0,4,0,0,0,1.0,0.0,0,7
310632,1,93,1690,365,77.056052,28.4890258,717,350.0,4,0,0,0,1.0,0.0,0,7
18481290,1,93,1691,365,77.0580477,28.4777059,61,400.0,4,0,0,0,1.0,0.0,0,7
18469972,1,93,1692,365,0.0,0.0,20,450.0,4,0,0,0,1.0,0.0,0,7
18342375,1,93,1693,365,0.0,0.0,735,400.0,4,0,0,0,1.0,0.0,1,7
310515,1,93,1694,365,77.0610203,28.4780353,736,400.0,4,0,0,0,1.0,0.0,2,7
18449658,1,93,1695,365,77.057516,28.4879806,61,200.0,4,0,0,0,1.0,0.0,0,7
18396426,1,93,1696,365,77.0608014,28.4776466,5,250.0,4,0,0,0,1.0,0.0,0,7
18489522,1,93,1697,365,77.0633585,28.4978501,397,300.0,4,0,0,0,1.0,0.0,1,7
18444299,1,93,1698,365,77.0670595,28.4772163,378,600.0,4,0,0,0,2.0,0.0,0,7
18449785,1,93,1699,365,77.0616195,28.4756552,393,500.0,4,0,0,0,2.0,0.0,1,7
18449662,1,93,1700,365,77.0607991,28.4779663,379,500.0,4,0,0,0,2.0,0.0,0,7
18432664,1,93,1701,365,0.0,0.0,61,150.0,4,0,0,0,1.0,0.0,0,7
304793,1,93,1702,365,77.0603242,28.4753834,514,100.0,4,0,0,0,1.0,0.0,2,7
302256,1,93,1703,365,77.0558517,28.488876,61,150.0,4,0,0,0,1.0,0.0,1,7
18312631,1,93,1704,365,77.0598733,28.4752695,61,150.0,4,0,0,0,1.0,0.0,0,7
18449666,1,93,1705,365,77.0605389,28.4783366,61,550.0,4,0,0,0,2.0,0.0,2,7
18396191,1,93,1706,365,77.0610258,28.4755709,378,400.0,4,0,0,0,1.0,0.0,0,7
302251,1,93,1707,367,77.0714215,28.5097704,527,700.0,4,0,0,0,2.0,3.3,32,7
18466943,1,93,1708,367,77.0716913,28.5094378,710,600.0,4,0,0,0,2.0,3.2,8,7
18238248,1,93,1709,367,77.0714215,28.5095911,5,400.0,4,0,1,0,1.0,2.7,15,7
18420426,1,93,1710,367,77.0693827,28.510128,737,400.0,4,0,1,0,1.0,3.5,40,7
18466973,1,93,1711,367,77.0716913,28.5100652,387,150.0,4,0,0,0,1.0,0.0,0,7
18446482,1,93,1712,367,0.0,0.0,23,150.0,4,0,0,0,1.0,0.0,0,7
18372325,1,93,1713,367,77.0712645,28.5096025,20,800.0,4,0,1,0,2.0,0.0,3,7
18291458,1,93,1714,466,77.0644469,28.5029596,21,400.0,4,0,0,0,1.0,3.0,4,7
18485789,1,93,1715,466,0.0,0.0,64,300.0,4,0,0,0,1.0,0.0,2,7
313477,1,93,1716,466,77.0622916,28.5029001,21,300.0,4,0,1,0,1.0,0.0,0,7
18133515,1,93,1716,466,0.0,0.0,524,400.0,4,0,0,0,1.0,0.0,0,7
18312451,1,93,1717,466,77.0738509,28.5101456,513,200.0,4,0,0,0,1.0,0.0,0,7
18312606,1,93,1718,466,77.0689476,28.5035524,61,300.0,4,0,0,0,1.0,0.0,0,7
18144444,1,93,1719,466,77.0696558,28.5050072,453,450.0,4,0,0,0,1.0,0.0,0,7
18492641,1,93,1720,466,0.0,0.0,499,300.0,4,0,0,0,1.0,0.0,2,7
18463956,1,93,1721,466,77.0691386,28.5035991,346,250.0,4,0,0,0,1.0,0.0,0,7
18365988,1,93,1722,467,77.0541384,28.5041335,525,600.0,4,0,1,0,2.0,3.4,17,7
18463970,1,93,1723,467,77.0535606,28.5041041,738,1100.0,4,1,1,0,3.0,3.3,8,7
309867,1,93,1724,467,77.0646633,28.5029179,346,700.0,4,0,1,0,2.0,2.9,27,7
18412887,1,93,1725,467,77.0538414,28.5041074,354,600.0,4,0,1,0,2.0,3.0,13,7
18423107,1,93,1722,467,77.0540643,28.5041784,527,500.0,4,0,1,0,2.0,3.3,15,7
4121,1,93,1726,467,77.0541569,28.504122,604,800.0,4,0,1,0,2.0,2.7,53,7
305072,1,93,1727,467,77.051885,28.5046578,502,850.0,4,1,0,0,2.0,3.6,169,7
18421938,1,93,1728,467,77.0537818,28.500642,20,900.0,4,0,0,0,2.0,3.9,25,7
18481321,1,93,1729,467,77.054079,28.5042056,21,300.0,4,0,1,0,1.0,0.0,0,7
18489829,1,93,1730,467,77.0516126,28.5048386,739,250.0,4,0,0,0,1.0,0.0,0,7
18414487,1,93,1722,467,77.0540696,28.5042347,740,200.0,4,0,1,0,1.0,0.0,3,7
18449656,1,93,1731,467,77.0545497,28.5041169,440,550.0,4,0,0,0,2.0,0.0,2,7
313105,1,93,1732,368,77.0644064,28.4664277,378,900.0,4,1,0,0,2.0,3.3,88,7
300772,1,93,1733,368,77.0623603,28.4686372,5,1800.0,4,1,0,0,3.0,3.3,563,7
836,1,93,1734,368,77.0644064,28.4680413,342,800.0,4,0,1,0,2.0,3.4,1022,7
3606,1,93,1735,368,77.0629673,28.4681718,477,600.0,4,0,0,0,2.0,2.7,235,7
305996,1,93,1736,368,77.0624277,28.4686577,342,1400.0,4,1,1,0,3.0,3.3,586,7
18418247,1,93,1737,368,77.0641366,28.4679257,741,1200.0,4,1,0,0,3.0,4.7,69,7
18365987,1,93,1738,368,77.0626075,28.4682268,564,1500.0,4,1,0,0,3.0,4.8,245,7
18337894,1,93,1739,368,77.0633573,28.4691662,742,1500.0,4,1,0,0,3.0,4.8,1478,7
4398,1,93,1740,368,77.0631472,28.4681891,743,2000.0,4,1,1,0,4.0,3.9,1365,7
18336483,1,93,1741,368,77.063143,28.468337,744,1400.0,4,1,0,0,3.0,3.5,134,7
496,1,93,1742,368,77.0635969,28.4686806,745,550.0,4,0,1,0,2.0,3.8,966,7
4133,1,93,1743,368,77.0626975,28.4682354,5,1500.0,4,1,1,0,3.0,3.5,429,7
5065,1,93,1744,368,77.0632194,28.4682247,527,700.0,4,0,0,0,2.0,3.6,146,7
313393,1,93,1745,368,77.0678878,28.4685801,246,500.0,4,0,0,0,2.0,3.7,241,7
5052,1,93,1746,368,77.063417,28.4683943,746,1500.0,4,1,0,0,3.0,3.5,853,7
18128900,1,93,1747,368,77.0638106,28.4673849,747,1600.0,4,1,0,0,3.0,3.6,254,7
309339,1,93,1748,368,77.0640466,28.4673792,748,1500.0,4,1,0,0,3.0,3.8,1317,7
5104,1,93,1749,368,77.0632371,28.4682874,308,500.0,4,0,1,0,2.0,3.5,187,7
18254529,1,93,1750,368,77.0644064,28.4679517,749,1500.0,4,1,0,0,3.0,3.9,401,7
17953909,1,93,1751,368,77.0624277,28.4691956,61,1500.0,4,1,1,0,3.0,3.6,302,7
310203,1,93,1752,368,77.0712417,28.472016,6,1800.0,4,1,1,0,3.0,3.9,297,7
18238250,1,93,1753,368,77.0633627,28.4695542,750,1200.0,4,1,0,0,3.0,3.9,280,7
305272,1,93,1754,368,77.0632371,28.468377,20,700.0,4,0,0,0,2.0,3.7,269,7
1851,1,93,1755,368,77.0628774,28.4696871,751,1500.0,4,1,0,0,3.0,3.6,289,7
18446415,1,93,1756,368,77.0641949,28.467777,752,2000.0,4,1,0,0,4.0,3.9,96,7
18261703,1,93,1757,368,77.0624025,28.4691552,753,1400.0,4,1,0,0,3.0,4.0,322,7
18241517,1,93,1758,368,77.0642265,28.4679344,754,1600.0,4,1,0,0,3.0,4.4,391,7
18252386,1,93,1759,368,77.063417,28.4681254,755,2100.0,4,0,0,0,4.0,4.1,569,7
18281955,1,93,1760,368,77.0642265,28.4679344,756,1500.0,4,0,0,0,3.0,4.1,105,7
4959,1,93,1761,368,77.0631922,28.4683279,566,1800.0,4,0,0,0,3.0,4.4,3569,7
18037822,1,93,1745,368,77.0671046,28.471349,647,400.0,4,0,0,0,1.0,4.1,208,7
3575,1,93,1762,368,77.0625436,28.4685726,12,2500.0,4,1,1,0,4.0,4.2,327,7
18273972,1,93,1763,368,77.0716014,28.4723195,757,1200.0,4,1,1,0,3.0,4.0,226,7
8430,1,93,1764,368,77.0641366,28.4676568,758,1600.0,4,1,1,0,3.0,4.1,875,7
18157413,1,93,1765,368,77.0642265,28.4679344,759,1500.0,4,1,0,0,3.0,4.2,1809,7
18422475,1,93,1766,368,77.064243,28.4640533,3,3300.0,4,0,0,0,4.0,4.3,56,7
18435794,1,93,1767,368,77.0715571,28.4621449,760,1250.0,4,1,0,0,3.0,4.4,166,7
18429166,1,93,1768,368,77.0627425,28.4681949,761,1200.0,4,1,0,0,3.0,4.4,146,7
18264995,1,93,1769,369,77.0553395,28.4598737,762,650.0,4,0,1,0,2.0,3.8,99,7
18025114,1,93,1770,369,77.0521813,28.4606832,763,1850.0,4,1,0,0,3.0,4.0,242,7
310799,1,93,1771,370,77.0568391,28.4489745,61,500.0,4,0,0,0,2.0,3.1,11,7
306719,1,93,1772,370,77.0510698,28.4534927,344,450.0,4,0,0,0,1.0,2.7,73,7
18285721,1,93,1773,370,77.0509079,28.4529876,216,300.0,4,0,0,0,1.0,2.7,7,7
598,1,93,1774,370,77.0504568,28.4532365,20,450.0,4,0,0,0,1.0,3.1,23,7
300066,1,93,1775,370,77.0511154,28.453487,507,250.0,4,0,1,0,1.0,3.2,23,7
18396412,1,93,1776,370,77.0446703,28.4457809,729,200.0,4,0,0,0,1.0,3.2,7,7
18249121,1,93,1777,370,77.0549336,28.4645465,581,200.0,4,0,1,0,1.0,2.9,10,7
18241877,1,93,1778,370,77.0514542,28.4515538,342,850.0,4,0,0,0,2.0,2.9,5,7
310461,1,93,1779,370,77.057398,28.4491214,378,500.0,4,0,1,0,2.0,3.1,34,7
18385781,1,93,1780,370,77.0505547,28.4529016,583,200.0,4,0,0,0,1.0,3.1,7,7
18360098,1,93,1781,370,77.0510504,28.4534826,388,150.0,4,0,1,0,1.0,3.1,5,7
300491,1,93,1782,370,77.0512923,28.4538134,491,350.0,4,0,0,0,1.0,3.1,14,7
307678,1,93,1783,370,77.0558828,28.4549152,392,500.0,4,0,0,0,2.0,2.9,7,7
18352295,1,93,1784,370,77.0506317,28.4527412,490,250.0,4,0,0,0,1.0,3.3,8,7
18451594,1,93,1785,370,77.04479218,28.45232201,764,600.0,4,0,1,0,2.0,3.0,8,7
18391176,1,93,1786,370,77.051332,28.4540489,61,500.0,4,0,0,0,2.0,2.7,7,7
313456,1,93,1787,370,0.0,0.0,354,350.0,4,0,0,0,1.0,3.1,9,7
304518,1,93,1788,370,77.0509743,28.4535417,378,450.0,4,0,0,0,1.0,2.5,52,7
6896,1,93,1789,370,77.0569404,28.4490081,492,300.0,4,0,0,0,1.0,3.2,39,7
18441701,1,93,1790,370,77.050958,28.4534895,765,400.0,4,0,0,0,1.0,2.9,9,7
4154,1,93,1791,370,77.0510225,28.4530419,342,500.0,4,0,1,0,2.0,2.8,73,7
18376925,1,93,1792,370,77.0587634,28.4344744,766,500.0,4,0,1,0,2.0,4.5,76,7
2180,1,93,1793,370,77.0509348,28.4529609,479,600.0,4,0,1,0,2.0,3.6,183,7
18224532,1,93,1794,370,77.0448616,28.4457489,378,250.0,4,0,1,0,1.0,3.8,142,7
18356357,1,93,1795,370,77.0502902,28.4530361,360,650.0,4,1,1,0,2.0,3.5,22,7
18175268,1,93,1796,370,77.055519,28.455681,767,600.0,4,0,1,0,2.0,3.9,144,7
5004,1,93,1797,370,77.050482,28.4528201,676,500.0,4,0,1,0,2.0,3.5,486,7
308617,1,93,1798,370,77.0511135,28.453446,21,400.0,4,0,1,0,1.0,3.9,104,7
304351,1,93,1799,370,77.0507229,28.4530322,64,400.0,4,0,1,0,1.0,3.5,136,7
18354655,1,93,1800,370,77.0572815,28.4492369,492,350.0,4,0,0,0,1.0,0.0,3,7
18391141,1,93,1801,370,77.0566033,28.4493778,64,300.0,4,0,0,0,1.0,0.0,1,7
18492062,1,93,1802,370,77.051106,28.4537774,378,600.0,4,0,0,0,2.0,0.0,0,7
18324806,1,93,1803,370,77.059453,28.444784,21,600.0,4,0,0,0,2.0,0.0,0,7
18354665,1,93,1804,370,77.0571362,28.4497559,21,350.0,4,0,1,0,1.0,2.4,13,7
309543,1,93,1805,370,77.0505305,28.4528047,768,800.0,4,1,1,0,2.0,4.0,530,7
18419875,1,93,1806,468,77.03975882,28.4444788,378,500.0,4,0,0,0,2.0,3.0,6,7
18358189,1,93,1807,468,77.04963807,28.45321428,64,150.0,4,0,0,0,1.0,3.0,5,7
18352250,1,93,1808,468,77.0463325,28.4393846,769,500.0,4,0,0,0,2.0,0.0,0,7
18435789,1,93,1809,468,77.0452895,28.4392847,770,900.0,4,0,0,0,2.0,0.0,0,7
308199,1,93,1810,468,77.0573908,28.4495255,514,150.0,4,0,0,0,1.0,0.0,3,7
18393717,1,93,1811,468,77.01766379,28.46721998,513,300.0,4,0,0,0,1.0,0.0,0,7
18458642,1,93,1812,468,77.044871,28.4457028,492,200.0,4,0,0,0,1.0,0.0,0,7
18458635,1,93,1813,468,77.0450676,28.4394628,769,700.0,4,0,0,0,2.0,0.0,0,7
18447121,1,93,1814,468,0.0,0.0,5,250.0,4,0,0,0,1.0,0.0,0,7
18313136,1,93,1815,468,77.04079684,28.43954754,20,600.0,4,0,0,0,2.0,0.0,0,7
18358175,1,93,1816,468,0.0,0.0,20,600.0,4,0,0,0,2.0,0.0,0,7
18357944,1,93,1817,468,77.046147,28.4395668,354,400.0,4,0,0,0,1.0,0.0,2,7
18384132,1,93,1818,468,0.0,0.0,61,200.0,4,0,0,0,1.0,0.0,0,7
18458643,1,93,1819,468,77.0448877,28.4455421,378,400.0,4,0,0,0,1.0,0.0,0,7
18292436,1,93,1820,468,77.0555919,28.4433453,513,200.0,4,0,0,0,1.0,0.0,1,7
18345759,1,93,1821,468,77.0557718,28.4415695,5,350.0,4,0,0,0,1.0,0.0,0,7
18352657,1,93,1822,468,77.04298183,28.43958321,5,200.0,4,0,0,0,1.0,0.0,0,7
18458637,1,93,1823,468,77.0449407,28.4394492,771,500.0,4,0,0,0,2.0,0.0,0,7
18352655,1,93,1822,468,77.04290237,28.43970173,440,200.0,4,0,0,0,1.0,0.0,0,7
18458641,1,93,1824,468,77.0575645,28.4440456,440,600.0,4,0,0,0,2.0,0.0,0,7
304142,1,93,1825,375,77.0906106,28.4507062,354,600.0,4,0,1,0,2.0,3.0,174,7
18433016,1,93,1826,375,77.0859299,28.4419061,502,600.0,4,0,1,0,2.0,3.2,11,7
312683,1,93,1827,375,77.0959808,28.4514497,479,400.0,4,0,0,0,1.0,4.1,176,7
18037824,1,93,1828,469,77.0593066,28.4351572,178,550.0,4,0,1,0,2.0,3.4,64,7
303848,1,93,1829,469,77.0595047,28.4350181,502,600.0,4,0,1,0,2.0,3.2,41,7
18273536,1,93,1830,469,77.0598728,28.4340212,20,500.0,4,0,1,0,2.0,3.2,24,7
18291450,1,93,1831,469,77.0599779,28.4341404,514,200.0,4,0,0,0,1.0,3.2,10,7
18345780,1,93,1832,469,77.0598166,28.4345074,453,500.0,4,0,0,0,2.0,3.2,18,7
18303712,1,93,1833,469,77.0592634,28.4351263,378,600.0,4,0,1,0,2.0,3.3,59,7
309021,1,93,1834,469,77.0589267,28.4349266,507,250.0,4,0,0,0,1.0,2.9,28,7
306477,1,93,1835,469,77.0587691,28.4345889,344,600.0,4,0,0,0,2.0,3.3,74,7
18303698,1,93,1836,469,77.0586849,28.4347324,676,500.0,4,0,1,0,2.0,2.8,14,7
18381664,1,93,1837,469,77.0591044,28.4349952,772,300.0,4,0,1,0,1.0,3.2,50,7
18161601,1,93,1838,469,77.0593696,28.4342048,342,700.0,4,0,0,0,2.0,3.1,11,7
18279913,1,93,1839,469,77.0593546,28.4447042,479,200.0,4,0,0,0,1.0,3.2,10,7
18268733,1,93,1840,469,77.0593757,28.4352128,344,500.0,4,0,1,0,2.0,3.2,88,7
18204811,1,93,1841,469,77.0724033,28.4471752,348,650.0,4,0,1,0,2.0,3.7,427,7
18476542,1,93,1842,469,0.0,0.0,61,200.0,4,0,0,0,1.0,0.0,0,7
18279459,1,93,1841,469,77.0717172,28.4418059,773,350.0,4,0,0,0,1.0,0.0,3,7
18409216,1,93,1843,469,77.0597723,28.4344647,216,300.0,4,0,0,0,1.0,0.0,1,7
313408,1,93,1841,469,0.0,0.0,61,300.0,4,0,0,0,1.0,0.0,3,7
18345770,1,93,1844,469,77.0732567,28.4472195,5,250.0,4,0,0,0,1.0,0.0,0,7
18499475,1,93,1841,469,77.0594005,28.4446522,5,200.0,4,0,0,0,1.0,0.0,0,7
18034069,1,93,1845,469,77.0591711,28.4346562,524,250.0,4,0,0,0,1.0,0.0,0,7
18396431,1,93,1841,469,77.059536,28.4446824,774,400.0,4,0,0,0,1.0,0.0,1,7
18392211,1,93,1846,469,77.0679502,28.4513687,61,300.0,4,0,0,0,1.0,0.0,0,7
18291213,1,93,1847,469,77.0595633,28.4346657,514,100.0,4,0,0,0,1.0,0.0,1,7
18350136,1,93,1848,469,77.059245,28.4444633,525,200.0,4,0,0,0,1.0,0.0,0,7
310454,1,93,1849,469,77.0598983,28.4439045,479,150.0,4,0,0,0,1.0,0.0,1,7
18446413,1,93,1850,469,77.0740245,28.4471412,61,400.0,4,0,0,0,1.0,0.0,0,7
18499471,1,93,1851,469,77.0735754,28.4479605,453,250.0,4,0,0,0,1.0,0.0,0,7
18124387,1,93,1852,469,0.0,0.0,397,300.0,4,0,0,0,1.0,0.0,1,7
18499459,1,93,1851,469,77.0735393,28.447879,61,350.0,4,0,0,0,1.0,0.0,0,7
894,1,93,1853,469,77.0596229,28.4448577,775,700.0,4,0,1,0,2.0,2.4,92,7
5079,1,93,1854,470,77.0205232,28.4802841,627,300.0,4,0,0,0,1.0,2.8,16,7
18289241,1,93,1855,471,77.0710139,28.4477683,374,800.0,4,0,0,0,2.0,3.3,17,7
18352682,1,93,1856,471,77.0689933,28.434682,61,400.0,4,0,0,0,1.0,0.0,3,7
18352658,1,93,1857,472,77.0887235,28.4317225,514,350.0,4,0,0,0,1.0,0.0,0,7
18241896,1,93,1858,473,77.1011865,28.4454847,776,1600.0,4,1,1,0,3.0,3.9,233,7
18363062,1,93,1859,473,77.1042435,28.4372591,378,500.0,4,0,1,0,2.0,2.4,20,7
18380197,1,93,1860,474,0.0,0.0,535,600.0,4,0,0,0,2.0,3.2,6,7
18472639,1,93,1861,474,77.110596,28.424109,479,300.0,4,0,1,0,1.0,3.0,6,7
18351822,1,93,1862,474,0.0,0.0,777,120.0,4,0,0,0,1.0,3.1,6,7
18388168,1,93,1863,474,77.0991634,28.4251591,308,400.0,4,0,1,0,1.0,3.3,15,7
18472449,1,93,1864,474,77.093894,28.420766,61,600.0,4,0,1,0,2.0,3.1,4,7
18314053,1,93,1865,474,77.09959824,28.42517935,271,100.0,4,0,0,0,1.0,3.0,4,7
300654,1,93,1866,474,77.1019507,28.4213907,390,600.0,4,0,0,0,2.0,2.7,20,7
18144467,1,93,1867,474,77.1018657,28.4211708,61,600.0,4,0,0,0,2.0,3.0,18,7
18332527,1,93,1868,474,77.1362757,28.4362232,480,600.0,4,0,1,0,2.0,3.2,18,7
18423797,1,93,1860,474,0.0,0.0,61,300.0,4,0,0,0,1.0,3.0,6,7
18265424,1,93,1865,474,77.1000368,28.4255681,498,300.0,4,0,0,0,1.0,3.2,7,7
311534,1,93,1869,474,77.0982526,28.4273124,479,300.0,4,0,0,0,1.0,3.3,14,7
18124345,1,93,1863,474,77.0992983,28.4250375,524,350.0,4,0,0,0,1.0,2.9,4,7
5190,1,93,1870,474,77.1017259,28.421414,342,500.0,4,0,0,0,2.0,3.2,48,7
310235,1,93,1860,474,77.1349572,28.434589,375,700.0,4,0,1,0,2.0,3.1,9,7
18251519,1,93,1871,474,77.09929749,28.42516814,504,600.0,4,0,0,0,2.0,2.9,5,7
6764,1,93,1872,474,77.09992748,28.42894133,378,500.0,4,0,0,0,2.0,3.0,33,7
18345767,1,93,1873,474,77.0992973,28.4252326,5,200.0,4,0,0,0,1.0,3.0,4,7
313401,1,93,1874,474,77.1001525,28.4283926,378,650.0,4,0,1,0,2.0,3.1,37,7
307398,1,93,1875,474,77.1000683,28.4285248,5,600.0,4,0,1,0,2.0,2.6,17,7
309763,1,93,1876,474,77.0961512,28.4180994,378,750.0,4,1,0,0,2.0,2.9,8,7
18439540,1,93,1877,474,77.0993188,28.4250399,378,500.0,4,0,1,1,2.0,2.8,5,7
5011,1,93,1865,474,77.0994718,28.4253531,64,150.0,4,0,0,0,1.0,3.0,6,7
18265720,1,93,1878,474,77.10009377,28.42846486,5,500.0,4,0,0,0,2.0,3.6,47,7
18444356,1,93,1860,474,0.0,0.0,601,400.0,4,0,0,0,1.0,3.8,46,7
18419894,1,93,1879,474,77.112886,28.413665,61,350.0,4,0,1,0,1.0,3.9,37,7
18254541,1,93,1880,474,77.1000307,28.4286826,773,800.0,4,0,1,0,2.0,3.5,46,7
